Product Name,Article Number,Product Description,Designer,Number of Ratings,Overall Rating,Product Department,Product Subfunction,Number of Packages,Package Width,Package Height,Package Length,Package Weight
SPRÄNGÖRT,603.957.63,The 19th century pattern is found at a textile museum in France. The pattern has been given fresh colors to make it fit a modern home. The cushion has decorative fabric-covered buttons on the back for variety. Made from sustainably sourced cotton.,IKEA of Sweden,6,4.5,Dining,Cushions,1,50 cm,6 cm,50 cm,0.58 kg
FRANSINE,503.957.73,"Inspired by Aztec patterns with warm, earthy tones. This wool blend cushion cover is jacquard-woven which adds thickness and depth to the pattern. Just as beautiful in rustic atmospheres as in modern homes.",Jennifer Idrizi,22,4.7,Dining,Cushion covers,1,18 cm,7 cm,21 cm,0.38 kg
YPPERLIG,803.463.85,"The zipper makes the cover easy to remove.
								                                                                                          
								Easy to keep clean since it is machine washable.",HAY,6,4.7,Dining,Cushion covers,1,18 cm,3 cm,22 cm,0.17 kg
RANVEIG,203.928.89,The zipper makes the cover easy to remove.,Johanna Skånmyr,2,5,Dining,Cushion covers,1,18 cm,2 cm,21 cm,0.18 kg
VÅRGYLLEN,602.607.64,"The zipper makes the cover easy to remove.
								                                                                                          
								Choose between a feather- or polyester-filled inner cushion.",IKEA of Sweden,10,5,Dining,Cushion covers,1,18 cm,2 cm,21 cm,0.19 kg
SKÄGGÖRT,203.895.56,"You can choose classic with black and white or add a bit of bling to your room with sparkling gold – either way, this playful dot pattern is easy to mix with other patterns, stripes or solids in our range.",IKEA of Sweden,31,4.8,Dining,Cushions,1,30 cm,15 cm,60 cm,0.36 kg
LAPPLJUNG RUTA,002.818.92,The zipper makes the cover easy to remove.,IKEA of Sweden,21,4.9,Dining,Cushion covers,1,21 cm,7 cm,23 cm,0.59 kg
GURLI,802.811.38,A popular cushion cover that’s easy to mix and match with other solid-colored or patterned cushions. Available in many colors – choose your favorite. Made of cotton from more sustainable sources.,IKEA of Sweden,8,4.9,Dining,Cushion covers,1,18 cm,2 cm,21 cm,0.17 kg
EVALINN,504.289.43,"Wool is stain-repellent, durable and provides good insulation.",IKEA of Sweden,1,4,Dining,Cushion covers,1,50 cm,3 cm,50 cm,0.50 kg
TURILL,003.929.70,The cover feels ultra soft against your skin because it’s made of microfiber.,IKEA of Sweden,15,4.3,Dining,Cushions,1,40 cm,10 cm,40 cm,0.20 kg
STOCKHOLM,802.976.67,"Soft cotton velvet gives depth to the color and feels smooth against the skin. Also, the classic, graphic pattern is easy to mix and match with both old and new things at home.",Anna Sörensson,8,4.9,Dining,Cushions,1,50 cm,13 cm,50 cm,0.98 kg
HILLARED,603.623.76,The cushion cover matches perfectly with several sofas and chairs in the IKEA range because it is made of a similar fabric.,IKEA of Sweden,8,4.4,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.25 kg
VÄNDEROT,803.789.27,"You can easily vary the look, because the two sides have different designs.",IKEA of Sweden,9,4.9,Dining,Cushions,1,40 cm,10 cm,65 cm,1.17 kg
GURLI,203.436.29,A popular cushion cover that’s easy to mix and match with other solid-colored or patterned cushions. Available in many colors – choose your favorite. Made of cotton from more sustainable sources.,IKEA of Sweden,8,5,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.19 kg
SANELA,903.210.30,"Lush, cotton velvet that’s soft to the touch. We update the colors regularly so you are sure to find a favorite that you can match with other solid-color SANELA velvet cushions and curtains or patterned cushions.",IKEA of Sweden,10,4.4,Dining,Cushion covers,1,19 cm,2 cm,21 cm,0.16 kg
GULLKLOCKA,002.863.85,The fabric feels nice and soft. This classic cushion cover is available in several colors so you can match with your new things or with the look you have at home.,IKEA of Sweden,45,4.8,Dining,Cushion covers,1,18 cm,2 cm,21 cm,0.17 kg
GURLI,203.958.21,A popular cushion cover that’s easy to mix and match with other solid-colored or patterned cushions. Available in many colors – choose your favorite. Made of cotton from more sustainable sources.,IKEA of Sweden,11,4.8,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.18 kg
BOKARV,703.321.95,The zipper makes the cover easy to remove.,,3,3.7,Dining,Cushion covers,1,50 cm,1 cm,50 cm,0.50 kg
SANELA,803.701.63,"Lush, cotton velvet that’s soft to the touch. We update the colors regularly so you are sure to find a favorite that you can match with other solid-color SANELA velvet cushions and curtains or patterned cushions.",IKEA of Sweden,30,4.9,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.16 kg
GURLI,002.811.42,A popular cushion cover that’s easy to mix and match with other solid-colored or patterned cushions. Available in many colors – choose your favorite. Made of cotton from more sustainable sources.,IKEA of Sweden,14,4.7,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.16 kg
SÖTHOLMEN,603.940.37,Add color and character to your outdoor space with SÖTHOLMEN cushion cover. It’s handmade by skilled craftsmen and dyed in a more sustainable way ‒ also making the color last longer.,IKEA of Sweden,1,5,Dining,Cushions,1,18 cm,9 cm,27 cm,1.13 kg
GULLINGEN,003.940.40,You can personalize your outdoor sofa with GULLINGEN cushion cover. The fabric is made from recycled PET bottles and dyed in a more sustainable way – also making the color’s freshness last longer.,IKEA of Sweden,na,See Reviews,Dining,Cushions,1,18 cm,3 cm,21 cm,0.23 kg
GILLHOV,504.261.71,The cushion cover matches perfectly with several sofas and chairs in the IKEA range because it is made of a similar fabric.,IKEA of Sweden,2,5,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.21 kg
GURLI,302.811.50,A popular cushion cover that’s easy to mix and match with other solid-colored or patterned cushions. Available in many colors – choose your favorite. Made of cotton from more sustainable sources.,IKEA of Sweden,14,4.6,Dining,Cushion covers,1,18 cm,2 cm,21 cm,0.19 kg
NEDJA,503.895.69,"Soft, resilient polyester filling holds its shape and gives your body soft support.",IKEA of Sweden,26,4.7,Dining,Cushions,1,30 cm,15 cm,60 cm,0.36 kg
RÖDARV,603.349.15,"Inspired by the traditional cushion with wool embroidery used in Swedish homes and horse-drawn coaches. The detailed embroidery gives a genuine expression and brightens up your sofa, bed or armchair.",Eva Lundgreen,75,4.9,Dining,Cushions,1,40 cm,15 cm,63 cm,1.25 kg
SANELA,803.525.50,"Lush, cotton velvet that’s soft to the touch. We update the colors regularly so you are sure to find a favorite that you can match with other solid-color SANELA velvet cushions and curtains or patterned cushions.",IKEA of Sweden,15,4.6,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.28 kg
HEDBLOMSTER,202.640.33,"Embroidery adds texture and luster to the cushion.
								                                                                                          
								You can easily vary the look, because the two sides have different designs.",IKEA of Sweden,30,4.6,Dining,Cushions,1,50 cm,13 cm,60 cm,1.17 kg
TRÅDPALM,804.057.99,"There are two sides to every cushion, this one has a calm side and a livelier side so you can choose the look of the day. The colors and patterns mix nicely with many other textiles in our range.",IKEA of Sweden,1,5,Dining,Cushion covers,1,18 cm,2 cm,21 cm,0.18 kg
VENDLA,603.895.64,"Soft, resilient polyester filling holds its shape and gives your body soft support.",Niina Aalto,8,4.5,Dining,Cushions,1,30 cm,15 cm,60 cm,0.36 kg
MURBINKA,203.957.98,The zipper makes the cover easy to remove.,IKEA of Sweden,16,4.7,Dining,Cushion covers,1,18 cm,2 cm,21 cm,0.18 kg
ELDTÖREL,904.025.83,The motif reminds of a quiet evening by the lake as the sun sets. A subtle accent that’s easy to combine with other cushion covers in our range. Made from 100% cotton from more sustainable sources.,Inga Leo,3,5,Dining,Cushion covers,1,18 cm,2 cm,21 cm,0.18 kg
BOKARV,603.321.91,The zipper makes the cover easy to remove.,,3,5,Dining,Cushion covers,1,50 cm,1 cm,50 cm,0.50 kg
DAGGRUTA,203.957.84,"You can easily vary the look, because the two sides have different designs.",IKEA of Sweden,4,4.8,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.17 kg
GURLI,702.811.48,A popular cushion cover that’s easy to mix and match with other solid-colored or patterned cushions. Available in many colors – choose your favorite. Made of cotton from more sustainable sources.,IKEA of Sweden,17,4.9,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.19 kg
SANELA,303.965.80,Cotton velvet gives depth to the color and is soft to the touch.,IKEA of Sweden,7,4.4,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.16 kg
SÖTHOLMEN,903.940.07,Add color and character to your outdoor space with SÖTHOLMEN cushion cover. It’s handmade by skilled craftsmen and dyed in a more sustainable way ‒ also making the color last longer.,IKEA of Sweden,3,4.3,Dining,Cushions,1,18 cm,9 cm,27 cm,1.13 kg
SKÄGGÖRT,404.155.40,"You can choose classic with black and white or add a bit of bling to your room with sparkling gold – either way, this playful dot pattern is easy to mix with other patterns, stripes or solids in our range.",IKEA of Sweden,2,4,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.17 kg
SOLTULPAN,404.348.12,The zipper makes the cover easy to remove.,,12,5,Dining,Cushion covers,1,26 cm,3 cm,51 cm,0.28 kg
ISPIGG,504.024.53,"As the thin lines come closer together towards the middle, the blue color becomes more intense. This eye-catching effect is woven into fabric of unbleached, undyed fabric from sustainably sourced cotton.",IKEA of Sweden,5,4.4,Dining,Cushion covers,1,18 cm,2 cm,21 cm,0.16 kg
VENCHE,803.845.46,"Polyester velvet feels ultra soft against your skin.
								                                                                                          
								The zipper makes the cover easy to remove.",IKEA of Sweden,8,4.5,Dining,Cushion covers,1,18 cm,2 cm,21 cm,0.17 kg
DAGGRUTA,503.957.87,"You can easily vary the look, because the two sides have different designs.",IKEA of Sweden,10,4.2,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.17 kg
SNÖFRID,904.149.20,There’s nothing like soft cotton chenille for cuddle-up comfort and the gentle tones create a feeling of harmony. SNÖFRID cushion cover has different designs on each side so you can vary the look.,IKEA of Sweden,1,5,Dining,Cushion covers,1,18 cm,5 cm,21 cm,0.25 kg
OTTIL,402.572.20,"Jacquard weave gives the cushion cover a pattern with a subtle, slightly raised relief.",Synnöve Mork,18,4.8,Dining,Cushion covers,1,18 cm,3 cm,22 cm,0.21 kg
HARÖRT,404.094.93,"This fluffy cushion has a feather filling that provides comfort and support while relaxing in your sofa or bed. The cover has a tactile, diamond pattern on one side and a smooth texture on the other so you can alternate the look.",IKEA of Sweden,2,3,Dining,Cushions,1,40 cm,10 cm,65 cm,1.23 kg
GULLINGEN,603.940.61,You can personalize your outdoor sofa with GULLINGEN cushion cover. The fabric is made from recycled PET bottles and dyed in a more sustainable way – also making the color’s freshness last longer.,IKEA of Sweden,1,5,Dining,Cushions,1,18 cm,3 cm,21 cm,0.23 kg
EMMAFRIDA,904.323.25,"The hidden zipper makes the cover easy to remove.
								                                                                                          
								Fits comfortably behind your back or under your neck.",,1,5,Dining,Cushions,1,17 cm,14 cm,65 cm,0.96 kg
VÅROLVON,804.344.57,Cotton velvet gives depth to the color and is soft to the touch.,,4,4.8,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.18 kg
VÅROLVON,004.344.56,Cotton velvet gives depth to the color and is soft to the touch.,,5,5,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.18 kg
VÅROLVON,404.344.59,Cotton velvet gives depth to the color and is soft to the touch.,,7,4.9,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.18 kg
VÅROLVON,204.344.60,Cotton velvet gives depth to the color and is soft to the touch.,,5,4.8,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.18 kg
INNER,702.621.97,"Soft, resilient polyester filling holds its shape and gives your body soft support.",IKEA of Sweden,94,3.5,Dining,Inner cushions,1,na,na,46 cm,0.38 kg
FJÄDRAR,602.621.88,The duck feather filling feels fluffy and gives your body excellent support.,IKEA of Sweden,178,4.5,Dining,Inner cushions,1,na,na,48 cm,0.86 kg
INNER,302.308.96,"Soft, resilient polyester filling holds its shape and gives your body soft support.",IKEA of Sweden,24,3.9,Dining,Inner cushions,1,na,na,39 cm,0.44 kg
FJÄDRAR,602.308.90,The duck feather filling feels fluffy and gives your body excellent support.,IKEA of Sweden,43,4.2,Dining,Inner cushions,1,na,na,39 cm,1.12 kg
ULLKAKTUS,502.673.70,ULLKAKTUS cushion comes in pretty pastels and other gentle tones that bring a sense of calm and simplicity to your room. The soft and resilient filling provides good support for your neck and back.,IKEA of Sweden,33,4.3,Dining,Cushions,1,50 cm,20 cm,53 cm,0.37 kg
INNER,302.671.25,"Soft, resilient polyester filling holds its shape and gives your body soft support.",IKEA of Sweden,40,4.1,Dining,Inner cushions,1,na,na,65 cm,0.85 kg
FJÄDRAR,602.671.24,The duck feather filling feels fluffy and gives your body excellent support.,IKEA of Sweden,84,4.4,Dining,Inner cushions,1,na,na,62 cm,1.67 kg
URSULA,303.170.26,"The ribbon ties and striped inner fabric add a simple, decorative touch to this timeless cushion cover in ramie, which is a renewable material with a similar feel as linen. A perfect size for the biggest, comfiest cushions in your bed or sofa.",IKEA of Sweden,11,4.6,Dining,Cushion covers,1,18 cm,5 cm,21 cm,0.43 kg
URSULA,603.958.38,"The ribbon ties and striped inner fabric add a simple, decorative touch to this timeless cushion cover in ramie, which is a renewable material with a similar feel as linen. A perfect size for the biggest, comfiest cushions in your bed or sofa.",IKEA of Sweden,3,5,Dining,Cushion covers,1,18 cm,5 cm,21 cm,0.43 kg
URSULA,303.525.57,"The ribbon ties and striped inner fabric add a simple, decorative touch to this timeless cushion cover in ramie, which is a renewable material with a similar feel as linen. A perfect size for the biggest, comfiest cushions in your bed or sofa.",IKEA of Sweden,4,4.5,Dining,Cushion covers,1,18 cm,5 cm,21 cm,0.43 kg
URSULA,703.525.55,"The ribbon ties and striped inner fabric add a simple, decorative touch to this timeless cushion cover in ramie, which is a renewable material with a similar feel as linen. A perfect size for the biggest, comfiest cushions in your bed or sofa.",IKEA of Sweden,13,4.3,Dining,Cushion covers,1,18 cm,5 cm,21 cm,0.43 kg
SANELA,202.967.03,"Lush, cotton velvet that’s soft to the touch. We update the colors regularly so you are sure to find a favorite that you can match with other solid-color SANELA velvet cushions and curtains or patterned cushions.",IKEA of Sweden,22,4.9,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.28 kg
SANELA,502.812.48,"Lush, cotton velvet that’s soft to the touch. We update the colors regularly so you are sure to find a favorite that you can match with other solid-color SANELA velvet cushions and curtains or patterned cushions.",IKEA of Sweden,12,4.7,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.28 kg
SANELA,203.525.53,"Lush, cotton velvet that’s soft to the touch. We update the colors regularly so you are sure to find a favorite that you can match with other solid-color SANELA velvet cushions and curtains or patterned cushions.",IKEA of Sweden,8,4.5,Dining,Cushion covers,1,18 cm,2 cm,22 cm,0.28 kg
